Time	Sum	Command
7	7	---> set -l d $real_pwd
87	859	---> while not [ -z "$d" ]
...
7	7	----> not [ -z "$d" ]
4	20	----> if [ -e $d/go.mod ]...
16	16	-----> [ -e $d/go.mod ]
11	11	----> [ "$d" = "/" ]
80	165	----> set d (__bobthefish_dirname $d)
41	85	-----> __bobthefish_dirname $d
44	44	------> string replace -r '/[^/]+/?$' '' -- $argv
10	10	----> not [ -z "$d" ]
5	17	----> if [ -e $d/go.mod ]...
12	12	-----> [ -e $d/go.mod ]
8	8	----> [ "$d" = "/" ]
60	112	----> set d (__bobthefish_dirname $d)
29	52	-----> __bobthefish_dirname $d
23	23	------> string replace -r '/[^/]+/?$' '' -- $argv
8	8	----> not [ -z "$d" ]
4	25	----> if [ -e $d/go.mod ]...
21	21	-----> [ -e $d/go.mod ]
7	7	----> [ "$d" = "/" ]
67	115	----> set d (__bobthefish_dirname $d)
27	48	-----> __bobthefish_dirname $d
21	21	------> string replace -r '/[^/]+/?$' '' -- $argv
8	8	----> not [ -z "$d" ]
5	14	----> if [ -e $d/go.mod ]...
9	9	-----> [ -e $d/go.mod ]
7	7	----> [ "$d" = "/" ]
56	106	----> set d (__bobthefish_dirname $d)
27	50	-----> __bobthefish_dirname $d
23	23	------> string replace -r '/[^/]+/?$' '' -- $argv
8	8	----> not [ -z "$d" ]
4	12	----> if [ -e $d/go.mod ]...
8	8	-----> [ -e $d/go.mod ]
7	7	----> [ "$d" = "/" ]
53	97	----> set d (__bobthefish_dirname $d)
26	44	-----> __bobthefish_dirname $d
18	18	------> string replace -r '/[^/]+/?$' '' -- $argv
8	8	----> not [ -z "$d" ]
6	18	---> if [ "$gomod_version" = "0" ]...
8	8	----> [ "$gomod_version" = "0" ]
4	4	----> return
14	55	--> __bobthefish_prompt_virtualfish
21	21	---> command -q python
17	17	---> [ "$theme_display_virtualenv" = 'no' -o -z "$VIRTUAL_ENV" -a -z "$CONDA_DEFAULT_ENV" ]
3	3	---> return
11	24	--> __bobthefish_prompt_virtualgo
10	10	---> [ "$theme_display_virtualgo" = 'no' -o -z "$VIRTUALGO" ]
3	3	---> return
20	1159	--> __bobthefish_prompt_node
7	7	---> set -l should_show
50	1122	---> if [ "$theme_display_node" = 'always' -o "$theme_display_nvm" = 'yes' ]...
12	12	----> [ "$theme_display_node" = 'always' -o "$theme_display_nvm" = 'yes' ]
6	6	----> [ "$theme_display_node" = 'yes' ]
25	1054	----> __bobthefish_prompt_find_file_up "$PWD" package.json .nvmrc .node-version
8	8	-----> set -l dir "$argv[1]"
10	10	-----> set -l files $argv[2..-1]
8	20	-----> if test -z "$dir"...
6	6	------> test -z "$dir"
6	6	------> test -z "$files"
91	986	-----> while [ "$dir" ]
...
5	5	------> [ "$dir" ]
16	62	------> for f in $files...
4	15	-------> if [ -e "$dir/$f" ]...
11	11	--------> [ -e "$dir/$f" ]
5	14	-------> if [ -e "$dir/$f" ]...
9	9	--------> [ -e "$dir/$f" ]
7	17	-------> if [ -e "$dir/$f" ]...
10	10	--------> [ -e "$dir/$f" ]
8	8	------> [ "$dir" = '/' ]
57	111	------> set dir (__bobthefish_dirname "$dir")
30	54	-------> __bobthefish_dirname "$dir"
24	24	--------> string replace -r '/[^/]+/?$' '' -- $argv
7	7	------> [ "$dir" ]
15	57	------> for f in $files...
3	16	-------> if [ -e "$dir/$f" ]...
13	13	--------> [ -e "$dir/$f" ]
4	13	-------> if [ -e "$dir/$f" ]...
9	9	--------> [ -e "$dir/$f" ]
4	13	-------> if [ -e "$dir/$f" ]...
9	9	--------> [ -e "$dir/$f" ]
8	8	------> [ "$dir" = '/' ]
72	123	------> set dir (__bobthefish_dirname "$dir")
29	51	-------> __bobthefish_dirname "$dir"
22	22	--------> string replace -r '/[^/]+/?$' '' -- $argv
7	7	------> [ "$dir" ]
14	55	------> for f in $files...
5	16	-------> if [ -e "$dir/$f" ]...
11	11	--------> [ -e "$dir/$f" ]
3	12	-------> if [ -e "$dir/$f" ]...
9	9	--------> [ -e "$dir/$f" ]
5	13	-------> if [ -e "$dir/$f" ]...
8	8	--------> [ -e "$dir/$f" ]
7	7	------> [ "$dir" = '/' ]
58	105	------> set dir (__bobthefish_dirname "$dir")
25	47	-------> __bobthefish_dirname "$dir"
22	22	--------> string replace -r '/[^/]+/?$' '' -- $argv
7	7	------> [ "$dir" ]
14	57	------> for f in $files...
4	15	-------> if [ -e "$dir/$f" ]...
11	11	--------> [ -e "$dir/$f" ]
7	16	-------> if [ -e "$dir/$f" ]...
9	9	--------> [ -e "$dir/$f" ]
3	12	-------> if [ -e "$dir/$f" ]...
9	9	--------> [ -e "$dir/$f" ]
8	8	------> [ "$dir" = '/' ]
58	100	------> set dir (__bobthefish_dirname "$dir")
26	42	-------> __bobthefish_dirname "$dir"
16	16	--------> string replace -r '/[^/]+/?$' '' -- $argv
7	7	------> [ "$dir" ]
13	51	------> for f in $files...
4	14	-------> if [ -e "$dir/$f" ]...
10	10	--------> [ -e "$dir/$f" ]
3	12	-------> if [ -e "$dir/$f" ]...
9	9	--------> [ -e "$dir/$f" ]
4	12	-------> if [ -e "$dir/$f" ]...
8	8	--------> [ -e "$dir/$f" ]
8	8	------> [ "$dir" = '/' ]
55	96	------> set dir (__bobthefish_dirname "$dir")
26	41	-------> __bobthefish_dirname "$dir"
15	15	--------> string replace -r '/[^/]+/?$' '' -- $argv
6	6	------> [ "$dir" ]
5	5	-----> return 1
7	7	---> [ -z "$should_show" ]
3	3	---> return
54	2267	--> set -l git_root_dir (__bobthefish_git_project_dir $real_pwd)
25	2213	---> __bobthefish_git_project_dir $real_pwd
9	9	----> [ "$theme_display_git" = 'no' ]
85	85	----> command -q git
6	6	----> set -q theme_vcs_ignore_paths
23	2088	----> if [ "$theme_git_worktree_support" != 'yes' ]...
7	7	-----> [ "$theme_git_worktree_support" != 'yes' ]
69	2024	-----> set -l git_toplevel (command git rev-parse --show-toplevel 2>/dev/null)
1955	1955	------> command git rev-parse --show-toplevel 2>/dev/null
9	9	-----> [ -z "$git_toplevel" ]
11	25	-----> switch $real_pwd/...
11	11	------> echo $git_toplevel
3	3	------> return
52	91	--> set -l hg_root_dir (__bobthefish_hg_project_dir $real_pwd)
16	39	---> __bobthefish_hg_project_dir $real_pwd
19	19	----> [ "$theme_display_hg" = 'yes' ]
4	4	----> return
48	71	--> set -l fossil_root_dir (__bobthefish_fossil_project_dir $real_pwd)
12	23	---> __bobthefish_fossil_project_dir $real_pwd
8	8	----> [ "$theme_display_fossil" = 'yes' ]
3	3	----> return
52	15599	--> switch (__bobthefish_closest_parent "$git_root_dir" "$hg_root_dir" "$fossil_root_dir")...
14	159	---> __bobthefish_closest_parent "$git_root_dir" "$hg_root_dir" "$fossil_root_dir"
51	145	----> if builtin -q path...
21	21	-----> builtin -q path
53	73	-----> echo (path sort -r $argv)[1]
20	20	------> path sort -r $argv
47	15388	---> __bobthefish_prompt_git $git_root_dir $real_pwd
10	10	----> set -l dirty ''
50	2773	----> if [ "$theme_display_git_dirty" != 'no' ]...
8	8	-----> [ "$theme_display_git_dirty" != 'no' ]
65	1332	-----> set -l show_dirty (command git config --bool bash.showDirtyState 2>/dev/null)
1267	1267	------> command git config --bool bash.showDirtyState 2>/dev/null
9	1383	-----> if [ "$show_dirty" != 'false' ]...
9	9	------> [ "$show_dirty" != 'false' ]
71	1350	------> set dirty (command git diff --no-ext-diff --quiet --exit-code 2>/dev/null; or echo -n "$git_dirty_glyph")
1264	1264	-------> command git diff --no-ext-diff --quiet --exit-code 2>/dev/null
15	15	-------> echo -n "$git_dirty_glyph"
3	15	------> if [ "$dirty" -a "$theme_display_git_dirty_verbose" = 'yes' ]...
12	12	-------> [ "$dirty" -a "$theme_display_git_dirty_verbose" = 'yes' ]
56	1456	----> set -l staged (command git diff --cached --no-ext-diff --quiet --exit-code 2>/dev/null; or echo -n "$git_staged_glyph")
1400	1400	-----> command git diff --cached --no-ext-diff --quiet --exit-code 2>/dev/null
49	1304	----> set -l stashed (__bobthefish_git_stashed)
11	1255	-----> __bobthefish_git_stashed
19	1244	------> if [ "$theme_display_git_stashed_verbose" = 'yes' ]...
7	7	-------> [ "$theme_display_git_stashed_verbose" = 'yes' ]
1218	1218	-------> command git rev-parse --verify --quiet refs/stash >/dev/null
42	1442	----> set -l ahead (__bobthefish_git_ahead)
18	1400	-----> __bobthefish_git_ahead
4	11	------> if [ "$theme_display_git_ahead_verbose" = 'yes' ]...
7	7	-------> [ "$theme_display_git_ahead_verbose" = 'yes' ]
6	6	------> set -l ahead 0
7	7	------> set -l behind 0
58	1336	------> for line in (command git rev-list --left-right '@{upstream}...HEAD' 2>/dev/null)...
1278	1278	-------> command git rev-list --left-right '@{upstream}...HEAD' 2>/dev/null
5	22	------> if [ $ahead -eq 1 ]...
12	12	-------> [ $ahead -eq 1 ]
5	5	-------> [ $behind -eq 1 ]
6	6	----> set -l new ''
9	2780	----> if [ "$theme_display_git_untracked" != 'no' ]...
6	6	-----> [ "$theme_display_git_untracked" != 'no' ]
51	1140	-----> set -l show_untracked (command git config --bool bash.showUntrackedFiles 2>/dev/null)
1089	1089	------> command git config --bool bash.showUntrackedFiles 2>/dev/null
8	1625	-----> if [ "$show_untracked" != 'false' ]...
8	8	------> [ "$show_untracked" != 'false' ]
54	1600	------> set new (command git ls-files --other --exclude-standard --directory --no-empty-directory "$git_root_dir" 2>/dev/null)
1546	1546	-------> command git ls-files --other --exclude-standard --directory --no-empty-directory "$git_root_dir" 2>/dev/null
3	9	------> if [ "$new" ]...
6	6	-------> [ "$new" ]
9	9	----> set -l flags "$dirty$staged$stashed$ahead$new"
5	5	----> [ "$flags" ]
5	5	----> set flags " $flags"
11	11	----> set -l flag_colors $color_repo
11	23	----> if [ "$dirty" ]...
4	4	-----> [ "$dirty" ]
8	8	-----> set flag_colors $color_repo_dirty
46	952	----> __bobthefish_path_segment $git_root_dir project
11	11	-----> set -l segment_color $color_path
13	13	-----> set -l segment_basename_color $color_path_basename
15	27	-----> if not [ -w "$segment_dir" ]...
12	12	------> not [ -w "$segment_dir" ]
54	177	-----> __bobthefish_start_segment $segment_color
11	11	------> set -l bg $argv[1]
7	7	------> set -e argv[1]
7	7	------> set -l fg $argv[1]
5	5	------> set -e argv[1]
29	29	------> set_color normal
16	16	------> set_color -b $bg $fg $argv
35	42	------> switch "$__bobthefish_current_bg"...
7	7	-------> echo -n ' '
6	6	------> set __bobthefish_current_bg $bg
5	5	-----> set -l directory
5	5	-----> set -l parent
14	616	-----> switch "$segment_dir"...
48	493	------> set parent (__bobthefish_pretty_parent "$segment_dir")
33	445	-------> __bobthefish_pretty_parent "$segment_dir"
10	10	--------> set -q fish_prompt_pwd_dir_length
6	6	--------> set -l fish_prompt_pwd_dir_length 1
12	12	--------> set -l real_home ~
59	340	--------> set -l parent_dir (string replace -r '^'(__bobthefish_escape_regex "$real_home")'($|/)' '~$1' (__bobthefish_dirname $child_dir))
112	281	---------> string replace -r '^'(__bobthefish_escape_regex "$real_home")'($|/)' '~$1' (__bobthefish_dirname $child_dir)
58	85	----------> __bobthefish_escape_regex "$real_home"
27	27	-----------> string escape --style=regex "$str" 2>/dev/null
31	84	----------> __bobthefish_dirname $child_dir
53	53	-----------> string replace -r '/[^/]+/?$' '' -- $argv
3	11	--------> if [ -z "$parent_dir" ]...
8	8	---------> [ -z "$parent_dir" ]
4	10	--------> if [ $fish_prompt_pwd_dir_length -eq 0 ]...
6	6	---------> [ $fish_prompt_pwd_dir_length -eq 0 ]
23	23	--------> string replace -ar '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' "$parent_dir/"
46	109	------> set directory (__bobthefish_basename "$segment_dir")
45	63	-------> __bobthefish_basename "$segment_dir"
18	18	--------> string replace -r '^.*/' '' -- $argv
14	14	-----> [ "$theme_show_project_parent" != "no" -o "$path_type" != "project" ]
9	9	-----> echo -n $parent
20	20	-----> set_color -b $segment_basename_color
9	9	-----> echo -ns $directory ' '
25	123	----> __bobthefish_start_segment $flag_colors
7	7	-----> set -l bg $argv[1]
5	5	-----> set -e argv[1]
6	6	-----> set -l fg $argv[1]
5	5	-----> set -e argv[1]
7	7	-----> set_color normal
11	11	-----> set_color -b $bg $fg $argv
28	51	-----> switch "$__bobthefish_current_bg"...
7	7	------> set_color $__bobthefish_current_bg
8	8	------> echo -ns $right_black_arrow_glyph ' '
8	8	------> set_color $fg $argv
6	6	-----> set __bobthefish_current_bg $bg
46	4036	----> echo -ns (__bobthefish_git_branch) $flags ' '
15	3990	-----> __bobthefish_git_branch
54	1356	------> set -l tag (command git describe --tags --exact-match 2>/dev/null)
1302	1302	-------> command git describe --tags --exact-match 2>/dev/null
67	1357	------> set -l branch (command git symbolic-ref HEAD 2>/dev/null | string replace -r '^refs/heads/' '')
1290	1290	-------> command git symbolic-ref HEAD 2>/dev/null | string replace -r '^refs/heads/' ''
19	1262	------> begin...
8	8	-------> [ -n "$theme_git_default_branches" ]
51	1201	-------> set -l theme_git_default_branches master main (git config init.defaultBranch)
1150	1150	--------> git config init.defaultBranch
12	12	-------> [ "$theme_display_git_master_branch" != 'yes' -a "$theme_display_git_default_branch" != 'yes' ]
10	10	-------> contains $branch $theme_git_default_branches
8	8	-------> echo $branch_glyph
4	4	-------> return
8	8	----> set_color normal
10	398	----> if [ "$theme_git_worktree_support" != 'yes' ]...
7	7	-----> [ "$theme_git_worktree_support" != 'yes' ]
40	237	-----> set -l project_pwd (__bobthefish_project_pwd $git_root_dir $real_pwd)
20	197	------> __bobthefish_project_pwd $git_root_dir $real_pwd
5	5	-------> set -q theme_project_dir_length
5	5	-------> set -l theme_project_dir_length 0
48	142	-------> set -l project_dir (string replace -r '^'(__bobthefish_escape_regex "$project_root_dir")'($|/)' '' $real_pwd)
54	94	--------> string replace -r '^'(__bobthefish_escape_regex "$project_root_dir")'($|/)' '' $real_pwd
25	40	---------> __bobthefish_escape_regex "$project_root_dir"
15	15	----------> string escape --style=regex "$str" 2>/dev/null
8	25	-------> if [ $theme_project_dir_length -eq 0 ]...
7	7	--------> [ $theme_project_dir_length -eq 0 ]
8	8	--------> echo -n $project_dir
2	2	--------> return
8	142	-----> if [ "$project_pwd" ]...
5	5	------> [ "$project_pwd" ]
6	122	------> if [ -w "$real_pwd" ]...
8	8	-------> [ -w "$real_pwd" ]
24	108	-------> __bobthefish_start_segment $color_path
6	6	--------> set -l bg $argv[1]
4	4	--------> set -e argv[1]
6	6	--------> set -l fg $argv[1]
3	3	--------> set -e argv[1]
7	7	--------> set_color normal
10	10	--------> set_color -b $bg $fg $argv
21	43	--------> switch "$__bobthefish_current_bg"...
7	7	---------> set_color $__bobthefish_current_bg
8	8	---------> echo -ns $right_black_arrow_glyph ' '
7	7	---------> set_color $fg $argv
5	5	--------> set __bobthefish_current_bg $bg
7	7	------> echo -ns $project_pwd ' '
2	2	-----> return
14	114	--> __bobthefish_finish_segments
20	45	---> if [ -n "$__bobthefish_current_bg" ]...
6	6	----> [ -n "$__bobthefish_current_bg" ]
6	6	----> set_color normal
6	6	----> set_color $__bobthefish_current_bg
7	7	----> echo -ns $right_black_arrow_glyph ' '
9	46	---> if [ "$theme_newline_cursor" = 'yes' ]...
6	6	----> [ "$theme_newline_cursor" = 'yes' ]
6	6	----> echo -ens "\n"
9	9	----> set_color $fish_color_autosuggestion
6	16	----> if set -q theme_newline_prompt...
4	4	-----> set -q theme_newline_prompt
6	6	-----> echo -ens "$theme_newline_prompt"
5	5	---> set_color normal
4	4	---> set __bobthefish_current_bg
11	153	> fish_right_prompt
9	29	-> if not set -q CONDA_LEFT_PROMPT...
5	5	--> not set -q CONDA_LEFT_PROMPT
7	15	--> __conda_add_prompt
3	8	---> if set -q CONDA_PROMPT_MODIFIER...
5	5	----> set -q CONDA_PROMPT_MODIFIER
16	113	-> __fish_right_prompt_orig
7	7	--> set -l __bobthefish_left_arrow_glyph \uE0B3
3	13	--> if [ "$theme_powerline_fonts" = "no" -a "$theme_nerd_fonts" != "yes" ]...
10	10	---> [ "$theme_powerline_fonts" = "no" -a "$theme_nerd_fonts" != "yes" ]
22	22	--> set_color $fish_color_autosuggestion
14	32	--> __bobthefish_cmd_duration
6	6	---> [ "$theme_display_cmd_duration" = "no" ]
9	9	---> [ -z "$CMD_DURATION" -o "$CMD_DURATION" -lt 100 ]
3	3	---> return
8	16	--> __bobthefish_timestamp
5	5	---> [ "$theme_display_date" = "no" ]
3	3	---> return
7	7	--> set_color normal
17	498	> fish_title
11	24	-> __bobthefish_title_user
4	13	--> if [ "$theme_title_display_user" = 'yes' ]...
9	9	---> [ "$theme_title_display_user" = 'yes' ]
4	9	-> if [ "$theme_title_display_process" = 'yes' ]...
5	5	--> [ "$theme_title_display_process" = 'yes' ]
8	448	-> if [ "$theme_title_display_path" != 'no' ]...
5	5	--> [ "$theme_title_display_path" != 'no' ]
5	435	--> if [ "$theme_title_use_abbreviated_path" = 'no' ]...
5	5	---> [ "$theme_title_use_abbreviated_path" = 'no' ]
41	425	---> prompt_pwd
6	6	----> set -l options h/help d/dir-length= D/full-length-dirs=
10	10	----> argparse -n prompt_pwd $options -- $argv
3	6	----> if set -q _flag_help...
3	3	-----> set -q _flag_help
3	3	----> set -q argv[1]
6	6	----> set argv $PWD
3	3	----> set -ql _flag_d
4	4	----> set -q fish_prompt_pwd_dir_length
5	5	----> set -l fish_prompt_pwd_dir_length 1
4	4	----> set -l fulldirs 0
3	3	----> set -ql _flag_D
3	3	----> set -q fish_prompt_pwd_full_dirs
5	5	----> set -l fish_prompt_pwd_full_dirs 1
16	326	----> for path in $argv...
41	49	-----> set -l realhome (string escape --style=regex -- ~)
8	8	------> string escape --style=regex -- ~
41	59	-----> set -l tmp (string replace -r '^'"$realhome"'($|/)' '~$1' $path)
18	18	------> string replace -r '^'"$realhome"'($|/)' '~$1' $path
10	202	-----> if test "$fish_prompt_pwd_dir_length" -eq 0...
8	8	------> test "$fish_prompt_pwd_dir_length" -eq 0
5	5	------> set -l full
9	122	------> if test $fish_prompt_pwd_full_dirs -gt 0...
6	6	-------> test $fish_prompt_pwd_full_dirs -gt 0
39	96	-------> set -l all (string split -m (math $fish_prompt_pwd_full_dirs - 1) -r / $tmp)
41	57	--------> string split -m (math $fish_prompt_pwd_full_dirs - 1) -r / $tmp
16	16	---------> math $fish_prompt_pwd_full_dirs - 1
6	6	-------> set tmp $all[1]
5	5	-------> set full $all[2..]
41	57	------> string join / -- (string replace -ar -- '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' $tmp) $full
16	16	-------> string replace -ar -- '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' $tmp
189	540	> up-or-search
10	142	-> if commandline --search-mode...
132	132	--> commandline --search-mode
5	13	-> if commandline --paging-mode...
8	8	--> commandline --paging-mode
155	171	-> set -l lineno (commandline -L)
16	16	--> commandline -L
13	25	-> switch $lineno...
12	12	--> commandline -f history-search-backward
44	102	> up-or-search
19	58	-> if commandline --search-mode...
23	23	--> commandline --search-mode
11	11	--> commandline -f history-search-backward
5	5	--> return
48	147	> up-or-search
25	99	-> if commandline --search-mode...
48	48	--> commandline --search-mode
19	19	--> commandline -f history-search-backward
7	7	--> return
44	110	> up-or-search
22	66	-> if commandline --search-mode...
26	26	--> commandline --search-mode
12	12	--> commandline -f history-search-backward
6	6	--> return
38	96	> up-or-search
18	58	-> if commandline --search-mode...
25	25	--> commandline --search-mode
9	9	--> commandline -f history-search-backward
6	6	--> return
51	174	> __fish_disable_bracketed_paste 'nvim config.fish'
123	123	-> printf "\e[?2004l"
11	99	> __fish_disable_focus 'nvim config.fish'
88	88	-> echo -n \e\[\?1004l
21	882	> fish_title nvim\ config.fish
18	41	-> __bobthefish_title_user
5	23	--> if [ "$theme_title_display_user" = 'yes' ]...
18	18	---> [ "$theme_title_display_user" = 'yes' ]
3	10	-> if [ "$theme_title_display_process" = 'yes' ]...
7	7	--> [ "$theme_title_display_process" = 'yes' ]
8	810	-> if [ "$theme_title_display_path" != 'no' ]...
8	8	--> [ "$theme_title_display_path" != 'no' ]
4	794	--> if [ "$theme_title_use_abbreviated_path" = 'no' ]...
5	5	---> [ "$theme_title_use_abbreviated_path" = 'no' ]
106	785	---> prompt_pwd
12	12	----> set -l options h/help d/dir-length= D/full-length-dirs=
13	13	----> argparse -n prompt_pwd $options -- $argv
5	11	----> if set -q _flag_help...
6	6	-----> set -q _flag_help
5	5	----> set -q argv[1]
6	6	----> set argv $PWD
3	3	----> set -ql _flag_d
5	5	----> set -q fish_prompt_pwd_dir_length
8	8	----> set -l fish_prompt_pwd_dir_length 1
8	8	----> set -l fulldirs 0
4	4	----> set -ql _flag_D
3	3	----> set -q fish_prompt_pwd_full_dirs
6	6	----> set -l fish_prompt_pwd_full_dirs 1
25	595	----> for path in $argv...
74	92	-----> set -l realhome (string escape --style=regex -- ~)
18	18	------> string escape --style=regex -- ~
106	142	-----> set -l tmp (string replace -r '^'"$realhome"'($|/)' '~$1' $path)
36	36	------> string replace -r '^'"$realhome"'($|/)' '~$1' $path
12	336	-----> if test "$fish_prompt_pwd_dir_length" -eq 0...
12	12	------> test "$fish_prompt_pwd_dir_length" -eq 0
6	6	------> set -l full
11	230	------> if test $fish_prompt_pwd_full_dirs -gt 0...
6	6	-------> test $fish_prompt_pwd_full_dirs -gt 0
51	201	-------> set -l all (string split -m (math $fish_prompt_pwd_full_dirs - 1) -r / $tmp)
62	150	--------> string split -m (math $fish_prompt_pwd_full_dirs - 1) -r / $tmp
88	88	---------> math $fish_prompt_pwd_full_dirs - 1
7	7	-------> set tmp $all[1]
5	5	-------> set full $all[2..]
54	76	------> string join / -- (string replace -ar -- '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' $tmp) $full
22	22	-------> string replace -ar -- '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' $tmp
5746489	5746489	> nvim config.fish
89	161	> __fish_enable_focus 'nvim config.fish'
72	72	-> echo -n \e\[\?1004h
20	40	> __fish_enable_bracketed_paste
20	20	-> printf "\e[?2004h"
28	110	> fish_mode_prompt
28	28	-> [ "$theme_display_vi" != 'no' ]
49	49	-> [ "$fish_key_bindings" = 'fish_vi_key_bindings' \
        -o "$fish_key_bindings" = 'hybrid_bindings' \
        -o "$fish_key_bindings" = 'fish_hybrid_key_bindings' \
        -o "$theme_display_vi" = 'yes' ]
5	5	-> return
23	21912	> fish_prompt
25	25	-> set -l last_status $status
5	14	-> if set -q CONDA_LEFT_PROMPT...
9	9	--> set -q CONDA_LEFT_PROMPT
19	45	-> return_last_status $last_status
26	26	--> return $argv
73	21805	-> __fish_prompt_orig
14	14	--> set -l last_status $status
4	17	--> if [ "$TERM" = 'dumb' ]...
13	13	---> [ "$TERM" = 'dumb' ]
292	841	--> __bobthefish_glyphs
20	20	---> set -x branch_glyph            \uE0A0
9	9	---> set -x right_black_arrow_glyph \uE0B0
8	8	---> set -x right_arrow_glyph       \uE0B1
7	7	---> set -x left_black_arrow_glyph  \uE0B2
9	9	---> set -x left_arrow_glyph        \uE0B3
8	8	---> set -x detached_glyph          \u27A6
9	9	---> set -x tag_glyph               \u2302
12	12	---> set -x nonzero_exit_glyph      '! '
10	10	---> set -x private_glyph           \uE0A2 ' '
8	8	---> set -x superuser_glyph         '$ '
8	8	---> set -x bg_job_glyph            '% '
9	9	---> set -x hg_glyph                \u263F
11	11	---> set -x superscript_glyph       \u00B9 \u00B2 \u00B3
5	5	---> set -x virtualenv_glyph        \u25F0
7	7	---> set -x pypy_glyph              \u1D56
8	8	---> set -x ruby_glyph              ''
6	6	---> set -x go_glyph                ''
8	8	---> set -x nix_glyph               ''
6	6	---> set -x desk_glyph              \u25F2
8	8	---> set -x k8s_glyph               \u2388
6	6	---> set -x vagrant_running_glyph   \u2191
5	5	---> set -x vagrant_poweroff_glyph  \u2193
10	10	---> set -x vagrant_aborted_glyph   \u2715
7	7	---> set -x vagrant_saved_glyph     \u21E1
7	7	---> set -x vagrant_stopping_glyph  \u21E3
6	6	---> set -x vagrant_unknown_glyph   '!'
10	10	---> set -x git_dirty_glyph      '*'
13	13	---> set -x git_staged_glyph     '~'
8	8	---> set -x git_stashed_glyph    '$'
12	12	---> set -x git_untracked_glyph  '…'
7	7	---> set -x git_ahead_glyph      \u2191
13	13	---> set -x git_behind_glyph     \u2193
9	9	---> set -x git_plus_glyph       '+'
10	10	---> set -x git_minus_glyph      '-'
8	8	---> set -x git_plus_minus_glyph '±'
9	9	---> set -x fossil_glyph \U1F9B4
5	26	---> if [ "$theme_powerline_fonts" = "no" -a "$theme_nerd_fonts" != "yes" ]...
21	21	----> [ "$theme_powerline_fonts" = "no" -a "$theme_nerd_fonts" != "yes" ]
57	196	---> if [ "$theme_nerd_fonts" = "yes" ]...
6	6	----> [ "$theme_nerd_fonts" = "yes" ]
6	6	----> set private_glyph    \uF023 ' '
5	5	----> set branch_glyph     \uF418
6	6	----> set detached_glyph   \uF417
10	10	----> set tag_glyph        \uF412
8	8	----> set nix_glyph        \uF313 ' '
6	6	----> set virtualenv_glyph \uE73C ' '
6	6	----> set ruby_glyph       \uE791 ' '
6	6	----> set go_glyph         \uE626 ' '
7	7	----> set node_glyph       \uE718 ' '
5	5	----> set vagrant_running_glyph  \uF431
5	5	----> set vagrant_poweroff_glyph \uF433
5	5	----> set vagrant_aborted_glyph  \uF468
4	4	----> set vagrant_unknown_glyph  \uF421
8	8	----> set git_dirty_glyph      \uF448 ''
5	5	----> set git_staged_glyph     \uF0C7 ''
9	9	----> set git_stashed_glyph    \uF0C6 ''
6	6	----> set git_untracked_glyph  \uF128 ''
5	5	----> set fossil_glyph \UF00B9
4	4	----> set git_ahead_glyph      \uF47B
4	4	----> set git_behind_glyph     \uF47C
5	5	----> set git_plus_glyph       \uF0DE
4	4	----> set git_minus_glyph      \uF0DD
4	4	----> set git_plus_minus_glyph \uF0DC
4	11	---> if [ "$theme_avoid_ambiguous_glyphs" = "yes" ]...
7	7	----> [ "$theme_avoid_ambiguous_glyphs" = "yes" ]
64	590	--> __bobthefish_colors $theme_color_scheme
215	526	---> switch "$color_scheme"...
8	8	----> set -l red      cc9999 ce000f 660000
10	10	----> set -l green    addc10 189303 0c4801
6	6	----> set -l blue     48b4fb 005faf 255e87
6	6	----> set -l orange   f6b117 unused 3a2a03
5	5	----> set -l brown    bf5e00 803f00 4d2600
8	8	----> set -l grey     cccccc 999999 333333
5	5	----> set -l white    ffffff
12	12	----> set -l black    000000
9	9	----> set -l ruby_red af0000
5	5	----> set -l go_blue  00d7d7
21	21	----> set -x color_initial_segment_exit     $white $red[2] --bold
10	10	----> set -x color_initial_segment_private  $white $grey[3]
16	16	----> set -x color_initial_segment_su       $white $green[2] --bold
8	8	----> set -x color_initial_segment_jobs     $white $blue[3] --bold
7	7	----> set -x color_path                     $grey[3] $grey[2]
11	11	----> set -x color_path_basename            $grey[3] $white --bold
8	8	----> set -x color_path_nowrite             $red[3] $red[1]
8	8	----> set -x color_path_nowrite_basename    $red[3] $red[1] --bold
6	6	----> set -x color_repo                     $green[1] $green[3]
10	10	----> set -x color_repo_work_tree           $grey[3] $white --bold
8	8	----> set -x color_repo_dirty               $red[2] $white
8	8	----> set -x color_repo_staged              $orange[1] $orange[3]
8	8	----> set -x color_vi_mode_default          $grey[2] $grey[3] --bold
7	7	----> set -x color_vi_mode_insert           $green[2] $grey[3] --bold
7	7	----> set -x color_vi_mode_visual           $orange[1] $orange[3] --bold
8	8	----> set -x color_vagrant                  $blue[1] $white --bold
6	6	----> set -x color_k8s                      $green[2] $white --bold
7	7	----> set -x color_aws_vault                $blue[3] $orange[1] --bold
